"id","name","category","instructions","ingredients","thumbnail","estimated_price","currency","price_source","price_last_updated"
"53319","chivito sandwich","Beef","For the brioche buns heat the milk with the butter and molasses until the butter has melted. Add the cold water and egg to this mix. In a large bowl place flour, salt and yeast and mix. Then add the milk and water mix and stir with a wooden spoon until combined. Cover with a damp towel and stick in the fridge overnight. The next morning knead dough on a generously floured surface and cut into eight equal pieces. Shape these into balls and place on a baking sheet. Cover again with damp towel and let rise for about an hour or until double in size. Heat oven to 220 degrees Celsius. Brush the buns with egg wash and sprinkle with sesame seeds. Bake for about 15-20min or until golden. Let cool. For the toppings chop the onions and sauté in a bit of butter, let caramelize. Rub the steaks with a bit of garlic and then grill or fry the steaks, the bacon, and eggs with salt and pepper, toast the buns after having cut in half. Spread mustard on one bun half, layer each chivito with steak, a slice of ham, a slice of cheese, one bacon stripe, a tomato slice, and some lettuce. Place fried egg on top and sprinkle generously with chimichurri and some onions right before serving.","80g Milk, 60g Butter, 1 tablespoon Molasses, 220g Water, 9 Egg, 500g Bread Flour, 10g Salt, 10g Yeast, Splash Egg Wash, Sprinkling Sesame Seed, 4 Onion, 8 Sirloin steak, To serve Garlic, 8 Bacon, 8 slices Ham, 8 slices Mozzarella, 4 Tomato, 1/4 Lettuce, To serve Mustard, To serve Chimichurri sauce","https://www.themealdb.com/images/media/meals/j80gmw1764372176.jpg","22.1","USD","estimated","2026-04-05T01:06:18+00:00"
"52855","chocolate chip cookies","Dessert","1. Preheat oven to 375°F (190°C). 2. In a large bowl, cream together butter and sugars until light and fluffy. 3. Beat in eggs one at a time, then add vanilla. 4. In another bowl, combine flour, baking soda, and salt. 5. Gradually blend the dry ingredients into the butter mixture. 6. Stir in chocolate chips. 7. Drop rounded tablespoons of dough onto cookie sheets. 8. Bake for 9-11 minutes or until golden brown. 9. Cool on baking sheet for 2 minutes before removing to a wire rack.","225g butter, 200g brown sugar, 100g white sugar, 2 eggs, 2 tsp vanilla extract, 280g flour, 1 tsp baking soda, 1 tsp salt, 340g chocolate chips","https://www.themealdb.com/images/media/meals/sxxpqt1511590270.jpg","8.35","USD","estimated","2026-04-05T01:06:18+00:00"
"52776","chocolate gateau","Dessert","Preheat the oven to 180°C/350°F/Gas Mark 4. Grease and line the base of an 8 in round spring form cake tin with baking parchment. Break the chocolate into a heatproof bowl and place over a saucepan of gently simmering water and stir until it melts. Place the butter and sugar in a mixing bowl and cream together with a wooden spoon until light and fluffy. Gradually beat in the eggs, adding a little flour if the mixture begins to curdle. Fold in the remaining flour with the cooled, melted chocolate and milk. Mix until smooth. Spread the mixture into the cake tin and bake for 50-55 mins or until firm in the centre and a skewer comes out cleanly. Cool for 10 minutes, then turn out and cool completely.","250g Plain chocolate, 175g Butter, 2 tablespoons Milk, 5 Eggs, 175g Granulated Sugar, 125g Flour","https://www.themealdb.com/images/media/meals/tqtywx1468317395.jpg","5.95","USD","estimated","2026-04-05T01:06:18+00:00"
"53073","eggplant adobo","Vegetarian","Slice eggplant into quarters lengthwise, then cut crosswise into 2-inch-wide pieces. Place in a medium bowl. Add sugar, salt, and pepper. Toss to evenly coat eggplant and let sit at room temperature at least 20 minutes and up to 2 hours. Peel and thinly slice garlic. Add vegetable oil and half of garlic to a medium Dutch oven. Cook over medium-high heat, stirring constantly, until light golden and crisp, about 5 minutes. Transfer garlic chips to a plate. Place ground pork in same pot and break up into small pieces. Cook until deeply browned underneath, about 5 minutes. Transfer to another plate, leaving fat behind in the pot. Blot any moisture from eggplant, then cook in batches in the same pot until lightly browned, about 3 minutes per side. Transfer to plate with pork. Pour water into the pot and scrape up browned bits. Add remaining garlic, rice vinegar, soy sauce, bay leaves, pepper, and remaining sugar. Bring to a simmer, then return pork and eggplant to pot. Reduce heat, partially cover, and simmer until eggplant is tender and sauce is reduced by half, 20-25 minutes. Top with garlic chips and serve with cooked white rice.","1 lb Egg Plants, 2 tbs Sugar, 1 tsp Salt, 1 tsp Pepper, 1 whole Garlic, 3 tbs Olive Oil, 4 oz Ground Pork, 3 tbs Rice Vinegar, 2 tbs Soy Sauce, 2 Bay Leaf","https://www.themealdb.com/images/media/meals/y7h0lq1683208991.jpg","7.85","USD","estimated","2026-04-05T01:06:18+00:00"
"52802","fish pie","Seafood","Put the potatoes in a large pan of cold salted water and bring to the boil. Lower the heat, cover, then simmer gently for 15 minutes until tender. Drain, then return to the pan over a low heat for 30 seconds to drive off any excess water. Mash with 1 tbsp olive oil, then season. Meanwhile put the milk in a large sauté pan, add the fish and bring to the boil. Remove from the heat, cover and stand for 3 minutes. Remove the fish and pat dry, then gently flake into an ovenproof dish, discarding the skin and any bones. Heat the remaining oil in a pan, stir in the flour and cook for 30 seconds. Gradually stir in 200-250ml of the reserved milk. Grate in nutmeg, season, then bubble until thick. Stir in the cream. Preheat the oven to 190°C. Grate the artichokes and add to the dish with the leek, prawns and herbs. Stir the lemon zest and juice into the sauce, then pour over. Mix gently. Spoon the mash onto the fish mixture, then use a fork to make peaks. Sprinkle over the cheese, then bake for 35-40 minutes until golden and bubbling. Serve with wilted greens.","900g Floury Potatoes, 2 tbsp Olive Oil, 600ml Semi-skimmed Milk, 800g White Fish Fillets, 1 tbsp Plain flour, Grating Nutmeg, 3 tbsp Double Cream, 200g Jerusalem Artichokes, 1 finely sliced Leek, 200g peeled raw Prawns, Large handful Parsley, Handful Dill, Grated zest of 1 Lemon, 25g grated Gruyere, Juice of 1 Lemon","https://www.themealdb.com/images/media/meals/ysxwuq1487323065.jpg","20.55","USD","estimated","2026-04-05T01:06:18+00:00"
"53074","grilled eggplant with coconut milk","Vegetarian","Prepare the eggplants for grilling by pricking them all over with a fork. Grill the eggplants, turning them over frequently to ensure even cooking. Grill until the skins are dark brown, even black and the eggplant is soft when you touch it. Soak the grilled eggplant in a bowl of water to cool it down. Peel the skin off the eggplant. Place the whole eggplants in a shallow dish. In a small mixing bowl, mix together the coconut milk or cream, lemon powder, salt and hot pepper. Mix until the lemon powder and salt dissolve. Taste, then adjust the amount of lemon powder, salt and hot pepper to your liking. Pour the mixture over the eggplant. Sprinkle the green onions over the eggplant and coconut milk. Stir gently to combine.","6 Egg Plants, 1 can Coconut Milk, 1 tbs Lemon Juice, 1 tsp Salt, To taste Red Pepper Flakes, 4 Sticks Onions","https://www.themealdb.com/images/media/meals/bopa2i1683209167.jpg","4.5","USD","estimated","2026-04-05T01:06:18+00:00"
"53050","grilled fish with lemon","Seafood","1. Preheat grill to medium-high heat. 2. Pat fish dry and season inside and out with salt and pepper. 3. Stuff fish cavity with lemon slices and fresh herbs. 4. Brush both sides with olive oil. 5. Place fish on grill grates. 6. Grill for 4-5 minutes per side, depending on thickness. 7. Fish is done when flesh flakes easily when tested with a fork. 8. Serve with fresh lemon wedges and additional fresh herbs.","2 whole fish (1kg), 30ml olive oil, 2 lemons, Fresh herbs (dill or parsley), Salt and pepper to taste, Lemon wedges for serving","https://www.themealdb.com/images/media/meals/lfrtxb1562637546.jpg","7.45","USD","estimated","2026-04-05T01:06:18+00:00"
"53041","grilled portuguese sardines","Seafood","Put all of the ingredients, except the sardines, into a bowl and mix together with some seasoning. Pour into a baking dish, add the sardines and toss really well. Cover and chill for a few hours. Heat a BBQ or griddle pan until hot. Cook the sardines for 4-5 minutes on each side or until really caramelised and charred. Put onto a serving plate, drizzle with oil, sprinkle with a little more paprika and squeeze over the lemon wedges.","8 Sardines, 2 tbs Olive Oil, 3 cloves Garlic, 1 tbs Paprika, 1/2 Lemon, 4 sprigs Rosemary, 1 Red Chilli","https://www.themealdb.com/images/media/meals/lpd4wy1614347943.jpg","5.85","USD","estimated","2026-04-05T01:06:18+00:00"
"53339","jam jam cookies","Dessert","Preheat the oven to 350°F (180°C) and line a large baking sheet with parchment paper. In a stand mixer with the paddle attachment, cream the butter, white sugar and egg until combined, then add the molasses and vanilla and mix until smooth. Once combined, add the baking soda water mixture and mix for another minute to combine. Combine dry ingredients; mix baking powder, cinnamon, flour and salt in a separate bowl then add to the wet ingredients a little at a time, mixing on low until fully combined. The dough should be easily shaped. Portion dough with a small spoon, roll them into balls and place them on the lined cookie sheet, press them into flat discs using a floured glass or your moistened palm. Place cookies on parchment-lined baking sheets and bake for 10-12 mins. Remove from the oven and let them cool for at least 10 minutes. Once cooled assemble the cookie sandwiches by spreading at least two teaspoons of your favourite jam between the two cookies. Repeat and enjoy with a cup of tea.","1 Egg, 1 cup Butter, 1 cup Sugar, 1/2 cup Molasses, 1 tsp Vanilla, 2 tsp Baking Powder, 3 tablespoons Water, 2 tablespoons Baking Powder, 1 tsp Cinnamon, 2 tsp Salt, 4 cups Flour, 2 cups Jam","https://www.themealdb.com/images/media/meals/sktequ1764447186.jpg","11.7","USD","estimated","2026-04-05T01:06:18+00:00"
"53257","kofta burgers","Lamb","Tip the mince into a large bowl with all the other burger ingredients and a good pinch of salt. Roll up your sleeves, get your hands into the mix and squelch everything together through your fingers until completely mixed. Pat the mix into 16 small burgers. These may now be frozen for up to 1 month or chilled up to a day ahead. To cook, heat grill to its highest setting and lay the burgers in a single layer on a baking tray. Grill on the highest shelf for 5-6 mins on each side until browned and cooked through. Pile burgers onto a platter and serve with all the accompaniments, so everyone can construct their own sandwich.","1kg Lamb, 2 Onion, 1 Garlic Bulb, 6 tablespoons Garam Masala, Bunch Coriander, 1 tablespoon Chilli Sauce, 8 Pita Bread, 4 sliced Tomato, 1/2 Red Cabbage, 1 sliced Red Onions, Small pack Yogurt","https://www.themealdb.com/images/media/meals/lgmnff1763789847.jpg","14.05","USD","estimated","2026-04-05T01:06:18+00:00"
"52843","lamb tagine","Lamb","Heat the olive oil in a heavy-based pan and add the onion and carrot. Cook for 3-4 mins until softened. Add the diced lamb and brown all over. Stir in the garlic and all the spices and cook for a few mins more or until the aromas are released. Add the honey and apricots, crumble in the stock cube and pour over roughly 500ml boiling water or enough to cover the meat. Give it a good stir and bring to the boil. Turn down to a simmer, put the lid on and cook for 1 hour. Remove the lid and cook for a further 30 mins, then stir in the squash. Cook for 20-30 mins more until the squash is soft and the lamb is tender. Serve alongside rice or couscous and sprinkle with parsley and pine nuts, if using.","2 tblsp Olive Oil, 1 finely sliced Onion, 2 chopped Carrots, 500g Lamb Leg, 2 cloves minced Garlic, 1/2 tsp Cumin, 1/2 tsp Ginger, 1/4 tsp Saffron, 1 tsp Cinnamon, 1 tblsp Honey, 100g Apricot, 1 Vegetable Stock Cube, 1 medium chopped Butternut Squash, Steamed Couscous, Chopped Parsley","https://www.themealdb.com/images/media/meals/yuwtuu1511295751.jpg","18.15","USD","estimated","2026-04-05T01:06:18+00:00"
"52777","mediterranean pasta salad","Seafood","Bring a large saucepan of salted water to the boil. Add the pasta, stir once and cook for about 10 minutes or as directed on the packet. Meanwhile, wash the tomatoes and cut into quarters. Slice the olives. Wash the basil. Put the tomatoes into a salad bowl and tear the basil leaves over them. Add a tablespoon of olive oil and mix. When the pasta is ready, drain into a colander and run cold water over it to cool it quickly. Toss the pasta into the salad bowl with the tomatoes and basil. Add the sliced olives, drained mozzarella balls, and chunks of tuna. Mix well and let the salad rest for at least half an hour to allow the flavours to mingle. Sprinkle the pasta with a generous grind of black pepper and drizzle with the remaining olive oil just before serving.","200g mozzarella balls, 250g baby plum tomatoes, 1 bunch fresh basil, 350g farfalle, 3 tablespoons extra virgin olive oil, 40g Green Olives, 200g tuna, to taste salt, to taste pepper","https://www.themealdb.com/images/media/meals/wvqpwt1468339226.jpg","8.4","USD","estimated","2026-04-05T01:06:18+00:00"
"52809","pad thai","Asian","1. Soak rice noodles in room temperature water for 30 minutes until softened. 2. Heat oil in a wok or large pan over high heat. 3. Add garlic and stir fry for 30 seconds. 4. Add shrimp and cook until pink, about 2-3 minutes. 5. Add chicken and stir fry until cooked through. 6. Add drained noodles and stir fry for 2 minutes. 7. Add tamarind juice, fish sauce, and brown sugar. 8. Toss in half the peanuts and all the bean sprouts. 9. Serve garnished with remaining peanuts, cilantro, and lime.","300g rice noodles, 100g shrimp, 100g chicken, 3 cloves garlic, 2 tbsp tamarind juice, 1 tbsp fish sauce, 1 tbsp brown sugar, 50g peanuts, Bean sprouts, Cilantro, Lime","https://www.themealdb.com/images/media/meals/usxxtp1487341333.jpg","18.25","USD","estimated","2026-04-05T01:06:18+00:00"
"52854","pancakes","Dessert","Put the flour, eggs, milk, 1 tbsp oil and a pinch of salt into a bowl or large jug, then whisk to a smooth batter. Set aside for 30 mins to rest if you have time, or start cooking straight away. Set a medium frying pan or crepe pan over a medium heat and carefully wipe it with some oiled kitchen paper. When hot, cook your pancakes for 1 min on each side until golden, keeping them warm in a low oven as you go. Serve with lemon wedges and sugar, or your favourite filling. Once cold, you can layer the pancakes between baking parchment, then wrap in cling film and freeze for up to 2 months.","100g Flour, 2 large Eggs, 300ml Milk, 1 tbls Sunflower Oil, to serve Sugar, to serve Raspberries, to serve Blueberries","https://www.themealdb.com/images/media/meals/rwuyqx1511383174.jpg","5.95","USD","estimated","2026-04-05T01:06:18+00:00"
"52932","pouding chomeur","Dessert","In a large bowl, with an electric mixer, mix the butter and sugar till the mix is light. Add eggs and vanilla and mix. In another bowl, mix flour and baking powder. Alternate flour mix and milk to the butter mix. Pour into a 13 inch by 9 inch greased pan. For the maple sauce, in a large casserole, bring to boil the syrup, brown sugar, cream and butter and constantly stir. Reduce heat and gently cook 2 minutes or till sauce has reduced a little bit. Pour sauce gently over cake. Bake at 325°F (160°C) about 35 minutes or till cake is light brown and when toothpick inserted comes out clean.","1/2 cup Butter, 1 cup Sugar, 2 Eggs, 1 tsp Vanilla Extract, 2 cups Flour, 1 tsp Baking Powder, 1 1/4 cup Milk, 1 1/2 cup Maple Syrup, 1 1/2 cup Brown Sugar, 1 1/2 cup Single Cream, 1/3 cup Butter","https://www.themealdb.com/images/media/meals/yqqqwu1511816912.jpg","12.15","USD","estimated","2026-04-05T01:06:18+00:00"
"52901","rock cakes","Dessert","Preheat oven to 180C/350F/Gas 4 and line a baking tray with baking parchment. Mix the flour, sugar and baking powder in a bowl and rub in the cubed butter until the mixture looks like breadcrumbs, then mix in the dried fruit. In a clean bowl, beat the egg and milk together with the vanilla extract. Add the egg mixture to the dry ingredients and stir with a spoon until the mixture just comes together as a thick, lumpy dough. Add a teaspoon more milk if you really need it to make the mixture stick together. Place golfball-sized spoons of the mixture onto the prepared baking tray. Leave space between them as they will flatten and spread out to double their size during baking. Bake for 15-20 minutes, until golden-brown. Remove from the oven, allow to cool for a couple of minutes then turn them out onto a wire rack to cool.","225g Self-raising Flour, 75g Caster Sugar, 1 tsp Baking Powder, 125g Butter, 150g Dried Fruit, 1 Egg, 1 tbs Milk, 2 tsp Vanilla Extract","https://www.themealdb.com/images/media/meals/tqrrsq1511723764.jpg","7.95","USD","estimated","2026-04-05T01:06:18+00:00"
"53308","rye bread","Side","Tip the flours, yeast and salt into a bowl. In a jug, mix the honey with 250ml warm water, pour the liquid into the bowl and mix to form a dough. If the dough looks too dry add more warm water until you have a soft dough. Tip out onto your work surface and knead for 10 mins until smooth. Place the dough in a well oiled bowl, cover with cling film and leave to rise in a warm place for 1-2 hrs, or until roughly doubled in size. Dust a 2lb/900g loaf tin with flour. Tip the dough back onto your work surface and knead briefly to knock out any air bubbles. If using caraway seeds work these into the dough. Shape into a smooth oval loaf and pop into your tin. Cover the tin with oiled cling film and leave to rise somewhere warm for a further 1-1.5 hr, or until doubled in size. Heat oven to 220C/200C fan/gas 7. Remove the cling film and dust the surface of the loaf with rye flour. Slash a few incisions on an angle then bake for 30 mins until dark brown and hollow sounding when tapped. Transfer to a wire cooling rack and leave to cool for at least 20 mins before serving.","200g Rye, 200g Strong white bread flour, 10g Yeast, 1/2 tsp Salt, 1 tablespoon Honey, 1 tsp Caraway Seed","https://www.themealdb.com/images/media/meals/lmc6r51764365554.jpg","5.9","USD","estimated","2026-04-05T01:06:18+00:00"
"52960","salmon avocado salad","Seafood","Season the salmon, then rub with oil. Mix the dressing ingredients together. Halve, stone, peel and slice the avocados. Halve and quarter the cucumber lengthways, then cut into slices. Divide salad, avocado and cucumber between four plates, then drizzle with half the dressing. Heat a non-stick pan. Add the salmon and fry for 3-4 mins on each side until crisp but still moist inside. Put a salmon fillet on top of each salad and drizzle over the remaining dressing. Serve warm.","400g Salmon, 3 Avocado, 1 Cucumber, 400g Spinach, 4 tbs Mint, zest and juice of 1 Lime, 2 tsp Honey, 3 tbs Olive Oil","https://www.themealdb.com/images/media/meals/1549542994.jpg","11.3","USD","estimated","2026-04-05T01:06:18+00:00"
"53234","salmon noodle soup","Seafood","Pour the stock into a large pan, bring to the boil, then stir in the curry paste. Add the noodles and cook for 8 mins. Tip in the mushrooms and corn and cook for 2 mins more. Add the salmon to the pan and cook for 3 mins or until cooked through. Remove from the heat and stir in the lime juice, soy sauce and a pinch of sugar. Ladle into 4 bowls and sprinkle over the coriander just before you serve.","1 L Chicken Stock, 2 tsp Thai Red Curry Paste, 100g Rice Noodles, 150g Shiitake Mushrooms, 125g Sweetcorn, 2 Salmon, Juice of 2 Lime, 1 tablespoon Soy Sauce, Pinch Brown Sugar, Bunch Coriander","https://www.themealdb.com/images/media/meals/ikizdm1763760862.jpg","15.55","USD","estimated","2026-04-05T01:06:18+00:00"
